Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRN36,OUT013,1800.8264375756853
FDI46,OUT013,1800.8264375756853
FDG16,OUT027,1800.8264375756853
FDV32,OUT013,1800.8264375756853
FDF44,OUT010,1800.8264375756853
FDK04,OUT018,1800.8264375756853
NCA41,OUT013,1800.8264375756853
FDD51,OUT017,1800.8264375756853
NCZ53,OUT045,1800.8264375756853
FDP01,OUT027,1800.8264375756853
FDY25,OUT049,1800.8264375756853
FDB17,OUT018,1800.8264375756853
NCV54,OUT018,1800.8264375756853
FDJ32,OUT017,1800.8264375756853
FDA37,OUT049,1800.8264375756853
FDG35,OUT035,1800.8264375756853
NCM05,OUT018,1800.8264375756853
FDG45,OUT046,1800.8264375756853
FDH28,OUT013,1800.8264375756853
NCE18,OUT049,1800.8264375756853
FDH38,OUT045,1800.8264375756853
FDR56,OUT013,1800.8264375756853
FDH17,OUT027,1800.8264375756853
FDD39,OUT049,1800.8264375756853
FDB41,OUT049,1800.8264375756853
NCR53,OUT046,1800.8264375756853
FDX46,OUT017,1800.8264375756853
FDV28,OUT049,1800.8264375756853
FDA08,OUT018,1800.8264375756853
FDH45,OUT017,1800.8264375756853
NCS38,OUT010,1800.8264375756853
FDD40,OUT010,1800.8264375756853
DRM59,OUT035,1800.8264375756853
NCJ43,OUT018,1800.8264375756853
NCN29,OUT013,1800.8264375756853
NCC19,OUT045,1800.8264375756853
FDR56,OUT035,1800.8264375756853
FDZ43,OUT049,1800.8264375756853
FDJ32,OUT010,1800.8264375756853
DRH03,OUT017,1800.8264375756853
NCZ54,OUT035,1800.8264375756853
FDE26,OUT017,1800.8264375756853
FDS03,OUT045,1800.8264375756853
DRZ24,OUT019,1800.8264375756853
FDO48,OUT027,1800.8264375756853
FDW39,OUT049,1800.8264375756853
NCK05,OUT049,1800.8264375756853
NCK30,OUT017,1800.8264375756853
FDT27,OUT018,1800.8264375756853
FDS08,OUT019,1800.8264375756853
NCJ19,OUT049,1800.8264375756853
FDC58,OUT045,1800.8264375756853
DRE37,OUT013,1800.8264375756853
FDW02,OUT035,1800.8264375756853
FDJ02,OUT010,1800.8264375756853
FDX09,OUT045,1800.8264375756853
FDT31,OUT010,1800.8264375756853
FDI24,OUT049,1800.8264375756853
FDY09,OUT045,1800.8264375756853
FDV28,OUT045,1800.8264375756853
DRM47,OUT049,1800.8264375756853
FDT52,OUT019,1800.8264375756853
FDI48,OUT018,1800.8264375756853
FDY55,OUT017,1800.8264375756853
FDU48,OUT013,1800.8264375756853
FDN25,OUT045,1800.8264375756853
FDP20,OUT049,1800.8264375756853
FDJ15,OUT013,1800.8264375756853
FDD04,OUT018,1800.8264375756853
FDY58,OUT045,1800.8264375756853
FDR37,OUT018,1800.8264375756853
FDF44,OUT013,1800.8264375756853
FDD32,OUT045,1800.8264375756853
FDR57,OUT017,1800.8264375756853
DRG39,OUT027,1800.8264375756853
FDX15,OUT017,1800.8264375756853
DRN37,OUT045,1800.8264375756853
FDW40,OUT027,1800.8264375756853
FDB32,OUT049,1800.8264375756853
FDM40,OUT018,1800.8264375756853
FDE39,OUT027,1800.8264375756853
DRH49,OUT017,1800.8264375756853
FDT46,OUT049,1800.8264375756853
NCF06,OUT035,1800.8264375756853
FDP07,OUT017,1800.8264375756853
FDC04,OUT013,1800.8264375756853
FDZ32,OUT017,1800.8264375756853
FDD50,OUT045,1800.8264375756853
FDU56,OUT017,1800.8264375756853
FDV34,OUT017,1800.8264375756853
NCY41,OUT013,1800.8264375756853
NCK18,OUT046,1800.8264375756853
DRH25,OUT049,1800.8264375756853
FDT57,OUT046,1800.8264375756853
FDV56,OUT018,1800.8264375756853
FDV12,OUT045,1800.8264375756853
FDN52,OUT017,1800.8264375756853
FDX38,OUT035,1800.8264375756853
FDE47,OUT018,1800.8264375756853
NCO07,OUT013,1800.8264375756853
FDV09,OUT027,1800.8264375756853
FDZ23,OUT019,1800.8264375756853
DRH51,OUT018,1800.8264375756853
NCY54,OUT045,1800.8264375756853
DRG49,OUT013,1800.8264375756853
NCC19,OUT049,1800.8264375756853
NCV53,OUT045,1800.8264375756853
FDZ47,OUT019,1800.8264375756853
NCO26,OUT018,1800.8264375756853
NCP02,OUT045,1800.8264375756853
NCW30,OUT018,1800.8264375756853
NCN55,OUT046,1800.8264375756853
FDB20,OUT010,1800.8264375756853
DRL11,OUT013,1800.8264375756853
DRD60,OUT045,1800.8264375756853
FDW14,OUT010,1800.8264375756853
FDL27,OUT010,1800.8264375756853
FDU09,OUT018,1800.8264375756853
DRH36,OUT027,1800.8264375756853
FDP34,OUT027,1800.8264375756853
FDE04,OUT017,1800.8264375756853
FDZ57,OUT027,1800.8264375756853
FDF02,OUT010,1800.8264375756853
FDG28,OUT045,1800.8264375756853
NCI31,OUT046,1800.8264375756853
FDT43,OUT013,1800.8264375756853
FDU20,OUT046,1800.8264375756853
FDD53,OUT013,1800.8264375756853
FDW15,OUT045,1800.8264375756853
NCT53,OUT045,1800.8264375756853
NCG55,OUT027,1800.8264375756853
FDD48,OUT035,1800.8264375756853
FDG47,OUT049,1800.8264375756853
FDI21,OUT017,1800.8264375756853
FDT27,OUT017,1800.8264375756853
DRO35,OUT013,1800.8264375756853
FDD33,OUT017,1800.8264375756853
FDC04,OUT035,1800.8264375756853
FDY34,OUT013,1800.8264375756853
DRJ49,OUT049,1800.8264375756853
FDE05,OUT049,1800.8264375756853
FDU31,OUT017,1800.8264375756853
NCN19,OUT027,1800.8264375756853
FDK56,OUT027,1800.8264375756853
FDK58,OUT017,1800.8264375756853
NCJ42,OUT035,1800.8264375756853
FDZ34,OUT027,1800.8264375756853
FDA52,OUT018,1800.8264375756853
NCR29,OUT013,1800.8264375756853
FDT48,OUT035,1800.8264375756853
DRJ51,OUT019,1800.8264375756853
NCS54,OUT046,1800.8264375756853
FDV01,OUT035,1800.8264375756853
DRG51,OUT027,1800.8264375756853
NCG42,OUT013,1800.8264375756853
FDA51,OUT049,1800.8264375756853
FDV19,OUT010,1800.8264375756853
NCT18,OUT045,1800.8264375756853
NCS41,OUT045,1800.8264375756853
FDO03,OUT046,1800.8264375756853
FDL12,OUT010,1800.8264375756853
FDY37,OUT010,1800.8264375756853
FDI58,OUT049,1800.8264375756853
FDT28,OUT018,1800.8264375756853
NCC42,OUT010,1800.8264375756853
FDO01,OUT017,1800.8264375756853
FDJ02,OUT013,1800.8264375756853
FDQ04,OUT018,1800.8264375756853
DRL47,OUT013,1800.8264375756853
FDZ32,OUT035,1800.8264375756853
FDC35,OUT035,1800.8264375756853
FDX14,OUT045,1800.8264375756853
FDZ35,OUT013,1800.8264375756853
FDL14,OUT013,1800.8264375756853
FDO04,OUT049,1800.8264375756853
DRK11,OUT017,1800.8264375756853
FDB44,OUT018,1800.8264375756853
FDZ50,OUT049,1800.8264375756853
FDI12,OUT027,1800.8264375756853
FDU43,OUT017,1800.8264375756853
FDD58,OUT010,1800.8264375756853
FDB27,OUT017,1800.8264375756853
FDB04,OUT018,1800.8264375756853
NCO17,OUT013,1800.8264375756853
FDL12,OUT017,1800.8264375756853
DRJ13,OUT049,1800.8264375756853
FDD57,OUT045,1800.8264375756853
FDW19,OUT035,1800.8264375756853
DRD27,OUT018,1800.8264375756853
FDH27,OUT027,1800.8264375756853
NCW30,OUT027,1800.8264375756853
FDR40,OUT018,1800.8264375756853
FDG05,OUT013,1800.8264375756853
NCY41,OUT019,1800.8264375756853
FDI38,OUT018,1800.8264375756853
FDR20,OUT046,1800.8264375756853
FDE09,OUT017,1800.8264375756853
FDN50,OUT019,1800.8264375756853
DRF27,OUT045,1800.8264375756853
DRF51,OUT013,1800.8264375756853
NCO02,OUT019,1800.8264375756853
FDB51,OUT027,1800.8264375756853
FDJ50,OUT013,1800.8264375756853
FDN52,OUT013,1800.8264375756853
FDX14,OUT013,1800.8264375756853
FDT27,OUT019,1800.8264375756853
FDV10,OUT013,1800.8264375756853
FDU33,OUT046,1800.8264375756853
FDU58,OUT046,1800.8264375756853
NCP42,OUT027,1800.8264375756853
FDL51,OUT027,1800.8264375756853
DRH15,OUT027,1800.8264375756853
FDU16,OUT017,1800.8264375756853
FDW15,OUT017,1800.8264375756853
FDQ44,OUT045,1800.8264375756853
NCI06,OUT027,1800.8264375756853
DRK23,OUT019,1800.8264375756853
FDC28,OUT035,1800.8264375756853
NCY17,OUT019,1800.8264375756853
NCV05,OUT018,1800.8264375756853
FDM34,OUT019,1800.8264375756853
DRD60,OUT027,1800.8264375756853
FDT38,OUT046,1800.8264375756853
FDQ57,OUT018,1800.8264375756853
FDE59,OUT027,1800.8264375756853
NCM43,OUT046,1800.8264375756853
DRI51,OUT049,1800.8264375756853
NCG30,OUT017,1800.8264375756853
NCK54,OUT035,1800.8264375756853
FDQ16,OUT019,1800.8264375756853
FDI36,OUT013,1800.8264375756853
FDX16,OUT027,1800.8264375756853
FDA34,OUT046,1800.8264375756853
FDJ48,OUT018,1800.8264375756853
FDU47,OUT035,1800.8264375756853
FDS39,OUT046,1800.8264375756853
FDD11,OUT046,1800.8264375756853
FDM16,OUT027,1800.8264375756853
FDU56,OUT018,1800.8264375756853
FDQ32,OUT017,1800.8264375756853
DRK35,OUT013,1800.8264375756853
FDA58,OUT049,1800.8264375756853
DRG48,OUT019,1800.8264375756853
FDT59,OUT010,1800.8264375756853
FDQ31,OUT019,1800.8264375756853
FDS51,OUT018,1800.8264375756853
FDW32,OUT027,1800.8264375756853
FDI15,OUT027,1800.8264375756853
NCV30,OUT017,1800.8264375756853
DRG25,OUT049,1800.8264375756853
FDT02,OUT013,1800.8264375756853
FDO33,OUT027,1800.8264375756853
FDP38,OUT035,1800.8264375756853
FDZ45,OUT035,1800.8264375756853
NCA54,OUT027,1800.8264375756853
FDU33,OUT017,1800.8264375756853
FDN58,OUT017,1800.8264375756853
FDI05,OUT045,1800.8264375756853
FDM57,OUT019,1800.8264375756853
NCS42,OUT027,1800.8264375756853
FDB57,OUT045,1800.8264375756853
FDC03,OUT045,1800.8264375756853
FDZ58,OUT013,1800.8264375756853
NCK29,OUT045,1800.8264375756853
NCR53,OUT045,1800.8264375756853
FDE26,OUT027,1800.8264375756853
FDU52,OUT049,1800.8264375756853
FDE41,OUT027,1800.8264375756853
FDU38,OUT018,1800.8264375756853
FDA52,OUT017,1800.8264375756853
FDW46,OUT046,1800.8264375756853
DRI59,OUT035,1800.8264375756853
FDT38,OUT035,1800.8264375756853
FDL33,OUT018,1800.8264375756853
FDQ01,OUT027,1800.8264375756853
FDJ08,OUT046,1800.8264375756853
FDQ47,OUT049,1800.8264375756853
NCZ18,OUT013,1800.8264375756853
FDE29,OUT017,1800.8264375756853
FDF10,OUT027,1800.8264375756853
FDC48,OUT049,1800.8264375756853
FDY58,OUT013,1800.8264375756853
NCX30,OUT010,1800.8264375756853
FDV11,OUT013,1800.8264375756853
FDT46,OUT046,1800.8264375756853
DRD01,OUT019,1800.8264375756853
FDQ11,OUT013,1800.8264375756853
NCM41,OUT017,1800.8264375756853
NCC55,OUT013,1800.8264375756853
FDG45,OUT027,1800.8264375756853
NCQ54,OUT049,1800.8264375756853
FDM34,OUT045,1800.8264375756853
FDD17,OUT019,1800.8264375756853
FDN38,OUT027,1800.8264375756853
FDB53,OUT018,1800.8264375756853
NCL06,OUT035,1800.8264375756853
NCV18,OUT019,1800.8264375756853
FDX25,OUT013,1800.8264375756853
FDB39,OUT046,1800.8264375756853
FDC33,OUT049,1800.8264375756853
NCO14,OUT018,1800.8264375756853
FDA58,OUT027,1800.8264375756853
NCQ02,OUT017,1800.8264375756853
NCR53,OUT017,1800.8264375756853
FDN52,OUT046,1800.8264375756853
FDG26,OUT046,1800.8264375756853
FDE23,OUT027,1800.8264375756853
DRI37,OUT013,1800.8264375756853
DRH37,OUT018,1800.8264375756853
FDO01,OUT035,1800.8264375756853
FDK45,OUT049,1800.8264375756853
FDP23,OUT049,1800.8264375756853
FDM33,OUT035,1800.8264375756853
FDD36,OUT017,1800.8264375756853
FDL56,OUT017,1800.8264375756853
FDT27,OUT010,1800.8264375756853
FDG52,OUT017,1800.8264375756853
NCL42,OUT035,1800.8264375756853
DRJ24,OUT046,1800.8264375756853
FDV38,OUT046,1800.8264375756853
FDT35,OUT045,1800.8264375756853
FDY51,OUT045,1800.8264375756853
FDC37,OUT017,1800.8264375756853
NCP43,OUT013,1800.8264375756853
FDO33,OUT045,1800.8264375756853
FDW04,OUT018,1800.8264375756853
NCC31,OUT046,1800.8264375756853
FDK22,OUT049,1800.8264375756853
FDJ50,OUT017,1800.8264375756853
FDV13,OUT017,1800.8264375756853
DRL60,OUT017,1800.8264375756853
FDW03,OUT017,1800.8264375756853
FDY27,OUT035,1800.8264375756853
FDB39,OUT027,1800.8264375756853
FDU59,OUT045,1800.8264375756853
FDZ57,OUT049,1800.8264375756853
FDO21,OUT049,1800.8264375756853
FDS43,OUT018,1800.8264375756853
FDU28,OUT010,1800.8264375756853
FDC51,OUT010,1800.8264375756853
FDW16,OUT010,1800.8264375756853
FDP32,OUT010,1800.8264375756853
FDB60,OUT019,1800.8264375756853
NCQ30,OUT046,1800.8264375756853
FDD26,OUT049,1800.8264375756853
FDI44,OUT045,1800.8264375756853
DRH23,OUT046,1800.8264375756853
FDO44,OUT046,1800.8264375756853
FDG04,OUT046,1800.8264375756853
FDM32,OUT027,1800.8264375756853
FDM09,OUT013,1800.8264375756853
FDZ47,OUT013,1800.8264375756853
FDM40,OUT027,1800.8264375756853
FDY48,OUT017,1800.8264375756853
NCM30,OUT045,1800.8264375756853
FDX36,OUT010,1800.8264375756853
DRF03,OUT017,1800.8264375756853
FDN51,OUT049,1800.8264375756853
FDM57,OUT049,1800.8264375756853
FDB35,OUT049,1800.8264375756853
FDY13,OUT027,1800.8264375756853
FDA37,OUT017,1800.8264375756853
NCX53,OUT017,1800.8264375756853
FDD59,OUT018,1800.8264375756853
FDX10,OUT019,1800.8264375756853
FDC03,OUT018,1800.8264375756853
FDW43,OUT035,1800.8264375756853
FDW10,OUT046,1800.8264375756853
FDY14,OUT027,1800.8264375756853
FDV43,OUT045,1800.8264375756853
FDO40,OUT013,1800.8264375756853
FDP46,OUT027,1800.8264375756853
NCE43,OUT019,1800.8264375756853
FDD05,OUT035,1800.8264375756853
FDJ60,OUT010,1800.8264375756853
DRE27,OUT018,1800.8264375756853
FDO11,OUT035,1800.8264375756853
DRG11,OUT027,1800.8264375756853
FDK33,OUT010,1800.8264375756853
DRM23,OUT045,1800.8264375756853
FDJ02,OUT027,1800.8264375756853
NCZ05,OUT045,1800.8264375756853
NCL30,OUT013,1800.8264375756853
FDZ19,OUT018,1800.8264375756853
FDM45,OUT049,1800.8264375756853
FDO36,OUT046,1800.8264375756853
NCK31,OUT045,1800.8264375756853
DRJ37,OUT045,1800.8264375756853
FDP24,OUT018,1800.8264375756853
FDF46,OUT013,1800.8264375756853
FDX46,OUT019,1800.8264375756853
NCL18,OUT045,1800.8264375756853
FDJ26,OUT013,1800.8264375756853
FDJ07,OUT045,1800.8264375756853
FDY15,OUT013,1800.8264375756853
DRG01,OUT045,1800.8264375756853
FDF58,OUT045,1800.8264375756853
FDZ14,OUT019,1800.8264375756853
FDP31,OUT049,1800.8264375756853
FDH45,OUT013,1800.8264375756853
FDA09,OUT010,1800.8264375756853
FDW31,OUT035,1800.8264375756853
FDA57,OUT046,1800.8264375756853
NCE55,OUT035,1800.8264375756853
FDC17,OUT019,1800.8264375756853
FDC59,OUT013,1800.8264375756853
FDA22,OUT013,1800.8264375756853
FDK52,OUT035,1800.8264375756853
NCM26,OUT046,1800.8264375756853
NCT53,OUT035,1800.8264375756853
FDW45,OUT018,1800.8264375756853
NCI18,OUT035,1800.8264375756853
FDE38,OUT018,1800.8264375756853
FDF08,OUT019,1800.8264375756853
FDY58,OUT010,1800.8264375756853
FDF58,OUT019,1800.8264375756853
FDX39,OUT017,1800.8264375756853
FDB44,OUT049,1800.8264375756853
FDF28,OUT013,1800.8264375756853
FDE39,OUT013,1800.8264375756853
FDT37,OUT018,1800.8264375756853
FDZ45,OUT017,1800.8264375756853
FDO40,OUT035,1800.8264375756853
FDM57,OUT027,1800.8264375756853
DRG36,OUT017,1800.8264375756853
FDY36,OUT010,1800.8264375756853
DRL60,OUT027,1800.8264375756853
FDS25,OUT019,1800.8264375756853
DRF49,OUT027,1800.8264375756853
FDP16,OUT045,1800.8264375756853
FDS60,OUT049,1800.8264375756853
FDU15,OUT027,1800.8264375756853
FDK43,OUT046,1800.8264375756853
FDN25,OUT046,1800.8264375756853
FDE53,OUT049,1800.8264375756853
FDB22,OUT013,1800.8264375756853
FDE39,OUT017,1800.8264375756853
FDX35,OUT035,1800.8264375756853
NCG54,OUT049,1800.8264375756853
FDH27,OUT035,1800.8264375756853
NCK42,OUT013,1800.8264375756853
FDS25,OUT049,1800.8264375756853
FDI10,OUT018,1800.8264375756853
FDU35,OUT035,1800.8264375756853
FDI04,OUT017,1800.8264375756853
DRK23,OUT035,1800.8264375756853
FDB53,OUT019,1800.8264375756853
FDY02,OUT049,1800.8264375756853
FDM60,OUT035,1800.8264375756853
NCJ31,OUT010,1800.8264375756853
DRP35,OUT017,1800.8264375756853
NCQ30,OUT018,1800.8264375756853
DRL11,OUT010,1800.8264375756853
FDU01,OUT013,1800.8264375756853
FDR39,OUT035,1800.8264375756853
FDO08,OUT046,1800.8264375756853
FDC02,OUT045,1800.8264375756853
NCZ29,OUT035,1800.8264375756853
FDF29,OUT010,1800.8264375756853
FDZ23,OUT017,1800.8264375756853
NCU53,OUT018,1800.8264375756853
NCW30,OUT013,1800.8264375756853
NCM26,OUT027,1800.8264375756853
FDV50,OUT027,1800.8264375756853
FDW15,OUT049,1800.8264375756853
FDI35,OUT027,1800.8264375756853
FDO11,OUT017,1800.8264375756853
FDN48,OUT046,1800.8264375756853
NCA17,OUT049,1800.8264375756853
NCN54,OUT013,1800.8264375756853
FDP22,OUT013,1800.8264375756853
NCB54,OUT035,1800.8264375756853
FDD08,OUT045,1800.8264375756853
DRM48,OUT010,1800.8264375756853
FDG41,OUT027,1800.8264375756853
FDE44,OUT027,1800.8264375756853
FDE26,OUT035,1800.8264375756853
NCS38,OUT013,1800.8264375756853
NCJ54,OUT018,1800.8264375756853
FDI40,OUT019,1800.8264375756853
FDN45,OUT018,1800.8264375756853
FDU43,OUT046,1800.8264375756853
FDI04,OUT010,1800.8264375756853
NCC07,OUT018,1800.8264375756853
NCC07,OUT019,1800.8264375756853
NCD18,OUT045,1800.8264375756853
FDU55,OUT035,1800.8264375756853
FDX59,OUT035,1800.8264375756853
FDR52,OUT049,1800.8264375756853
NCP17,OUT013,1800.8264375756853
FDQ32,OUT045,1800.8264375756853
NCT17,OUT049,1800.8264375756853
FDO10,OUT049,1800.8264375756853
FDE32,OUT049,1800.8264375756853
FDN44,OUT045,1800.8264375756853
FDH02,OUT035,1800.8264375756853
FDK60,OUT013,1800.8264375756853
FDS24,OUT019,1800.8264375756853
FDL03,OUT010,1800.8264375756853
FDB46,OUT027,1800.8264375756853
FDO48,OUT049,1800.8264375756853
FDZ39,OUT049,1800.8264375756853
FDT02,OUT027,1800.8264375756853
FDC50,OUT013,1800.8264375756853
FDP39,OUT035,1800.8264375756853
DRG15,OUT018,1800.8264375756853
FDP10,OUT018,1800.8264375756853
FDF53,OUT027,1800.8264375756853
FDN34,OUT045,1800.8264375756853
FDK02,OUT045,1800.8264375756853
FDC23,OUT045,1800.8264375756853
FDJ10,OUT019,1800.8264375756853
FDE53,OUT035,1800.8264375756853
FDR25,OUT035,1800.8264375756853
FDW50,OUT046,1800.8264375756853
FDS09,OUT049,1800.8264375756853
FDW49,OUT010,1800.8264375756853
FDU51,OUT046,1800.8264375756853
FDF28,OUT018,1800.8264375756853
NCY30,OUT018,1800.8264375756853
FDD44,OUT045,1800.8264375756853
FDX09,OUT017,1800.8264375756853
NCF30,OUT013,1800.8264375756853
FDZ50,OUT019,1800.8264375756853
FDW37,OUT013,1800.8264375756853
FDD11,OUT049,1800.8264375756853
DRH39,OUT018,1800.8264375756853
FDA36,OUT049,1800.8264375756853
NCG43,OUT049,1800.8264375756853
FDF02,OUT035,1800.8264375756853
FDP57,OUT027,1800.8264375756853
NCE42,OUT017,1800.8264375756853
NCR38,OUT027,1800.8264375756853
FDP03,OUT019,1800.8264375756853
FDO51,OUT035,1800.8264375756853
NCQ42,OUT046,1800.8264375756853
NCM41,OUT046,1800.8264375756853
FDH48,OUT027,1800.8264375756853
DRF60,OUT046,1800.8264375756853
FDJ27,OUT035,1800.8264375756853
FDQ14,OUT013,1800.8264375756853
FDN27,OUT017,1800.8264375756853
NCQ02,OUT046,1800.8264375756853
FDJ33,OUT049,1800.8264375756853
FDP07,OUT027,1800.8264375756853
DRE01,OUT049,1800.8264375756853
FDU36,OUT045,1800.8264375756853
FDL28,OUT017,1800.8264375756853
NCX53,OUT046,1800.8264375756853
FDZ39,OUT013,1800.8264375756853
NCP42,OUT013,1800.8264375756853
FDJ14,OUT035,1800.8264375756853
FDK04,OUT049,1800.8264375756853
NCC19,OUT017,1800.8264375756853
FDS09,OUT018,1800.8264375756853
FDZ02,OUT046,1800.8264375756853
FDD35,OUT018,1800.8264375756853
NCY42,OUT017,1800.8264375756853
FDB05,OUT045,1800.8264375756853
FDF20,OUT035,1800.8264375756853
NCO41,OUT018,1800.8264375756853
FDC40,OUT027,1800.8264375756853
FDV58,OUT045,1800.8264375756853
FDZ57,OUT045,1800.8264375756853
DRM35,OUT046,1800.8264375756853
DRN36,OUT018,1800.8264375756853
FDQ13,OUT046,1800.8264375756853
DRO35,OUT010,1800.8264375756853
NCD43,OUT035,1800.8264375756853
FDA51,OUT018,1800.8264375756853
NCX17,OUT027,1800.8264375756853
NCZ17,OUT049,1800.8264375756853
FDR11,OUT027,1800.8264375756853
FDW34,OUT049,1800.8264375756853
FDN50,OUT017,1800.8264375756853
FDS09,OUT046,1800.8264375756853
FDS48,OUT018,1800.8264375756853
FDL44,OUT049,1800.8264375756853
DRF48,OUT018,1800.8264375756853
FDA14,OUT018,1800.8264375756853
NCD30,OUT049,1800.8264375756853
FDI16,OUT017,1800.8264375756853
NCG06,OUT035,1800.8264375756853
DRZ24,OUT035,1800.8264375756853
NCS17,OUT045,1800.8264375756853
FDB37,OUT045,1800.8264375756853
FDE10,OUT035,1800.8264375756853
FDC57,OUT045,1800.8264375756853
FDM12,OUT018,1800.8264375756853
FDE24,OUT049,1800.8264375756853
FDW22,OUT045,1800.8264375756853
DRD01,OUT027,1800.8264375756853
NCZ18,OUT027,1800.8264375756853
FDN49,OUT045,1800.8264375756853
FDR22,OUT035,1800.8264375756853
FDV08,OUT019,1800.8264375756853
FDY39,OUT046,1800.8264375756853
FDV36,OUT049,1800.8264375756853
FDO60,OUT045,1800.8264375756853
FDU04,OUT027,1800.8264375756853
FDR20,OUT027,1800.8264375756853
FDW19,OUT019,1800.8264375756853
FDU40,OUT049,1800.8264375756853
FDK15,OUT045,1800.8264375756853
DRF15,OUT035,1800.8264375756853
FDQ25,OUT017,1800.8264375756853
FDI48,OUT019,1800.8264375756853
FDS49,OUT046,1800.8264375756853
FDV22,OUT046,1800.8264375756853
NCV42,OUT046,1800.8264375756853
FDX26,OUT046,1800.8264375756853
FDI33,OUT018,1800.8264375756853
FDZ14,OUT049,1800.8264375756853
FDG10,OUT013,1800.8264375756853
FDM38,OUT018,1800.8264375756853
FDG26,OUT027,1800.8264375756853
FDH46,OUT035,1800.8264375756853
FDN13,OUT018,1800.8264375756853
FDU57,OUT035,1800.8264375756853
NCI06,OUT046,1800.8264375756853
FDM38,OUT045,1800.8264375756853
NCG42,OUT010,1800.8264375756853
FDL39,OUT045,1800.8264375756853
FDT31,OUT019,1800.8264375756853
FDV59,OUT013,1800.8264375756853
FDB49,OUT035,1800.8264375756853
FDD58,OUT049,1800.8264375756853
DRN59,OUT046,1800.8264375756853
FDX48,OUT049,1800.8264375756853
FDQ11,OUT049,1800.8264375756853
FDY12,OUT049,1800.8264375756853
FDQ11,OUT045,1800.8264375756853
DRI11,OUT017,1800.8264375756853
FDY32,OUT027,1800.8264375756853
FDS51,OUT045,1800.8264375756853
FDR19,OUT010,1800.8264375756853
DRB13,OUT018,1800.8264375756853
FDS21,OUT035,1800.8264375756853
FDQ40,OUT045,1800.8264375756853
NCE55,OUT013,1800.8264375756853
FDX43,OUT027,1800.8264375756853
FDS12,OUT049,1800.8264375756853
DRK01,OUT027,1800.8264375756853
FDN25,OUT017,1800.8264375756853
FDB60,OUT046,1800.8264375756853
FDQ13,OUT017,1800.8264375756853
DRK13,OUT045,1800.8264375756853
DRF25,OUT018,1800.8264375756853
NCD42,OUT019,1800.8264375756853
FDW25,OUT045,1800.8264375756853
NCV29,OUT027,1800.8264375756853
NCK42,OUT035,1800.8264375756853
DRJ13,OUT027,1800.8264375756853
DRD15,OUT017,1800.8264375756853
FDM27,OUT045,1800.8264375756853
FDZ50,OUT018,1800.8264375756853
FDC04,OUT046,1800.8264375756853
FDF50,OUT049,1800.8264375756853
FDP15,OUT045,1800.8264375756853
FDK46,OUT035,1800.8264375756853
FDZ56,OUT018,1800.8264375756853
FDY60,OUT049,1800.8264375756853
FDB10,OUT035,1800.8264375756853
FDR57,OUT045,1800.8264375756853
FDU58,OUT049,1800.8264375756853
FDH02,OUT046,1800.8264375756853
FDP48,OUT013,1800.8264375756853
FDI46,OUT035,1800.8264375756853
FDW56,OUT013,1800.8264375756853
NCM19,OUT010,1800.8264375756853
FDS50,OUT027,1800.8264375756853
FDK24,OUT013,1800.8264375756853
FDO36,OUT017,1800.8264375756853
FDK45,OUT027,1800.8264375756853
NCL05,OUT045,1800.8264375756853
FDL32,OUT018,1800.8264375756853
FDA28,OUT049,1800.8264375756853
FDY36,OUT018,1800.8264375756853
FDP32,OUT018,1800.8264375756853
FDL50,OUT046,1800.8264375756853
DRC24,OUT049,1800.8264375756853
NCS18,OUT017,1800.8264375756853
FDD16,OUT017,1800.8264375756853
NCV18,OUT013,1800.8264375756853
FDX07,OUT046,1800.8264375756853
NCZ05,OUT027,1800.8264375756853
NCI31,OUT013,1800.8264375756853
FDK14,OUT049,1800.8264375756853
NCR06,OUT045,1800.8264375756853
NCF54,OUT049,1800.8264375756853
DRG23,OUT010,1800.8264375756853
FDD53,OUT046,1800.8264375756853
NCM31,OUT027,1800.8264375756853
FDT16,OUT017,1800.8264375756853
FDR40,OUT035,1800.8264375756853
DRG25,OUT017,1800.8264375756853
FDT10,OUT035,1800.8264375756853
FDY32,OUT013,1800.8264375756853
FDN50,OUT035,1800.8264375756853
FDZ35,OUT019,1800.8264375756853
NCP54,OUT045,1800.8264375756853
NCD07,OUT035,1800.8264375756853
FDS02,OUT018,1800.8264375756853
DRN59,OUT018,1800.8264375756853
DRB24,OUT013,1800.8264375756853
FDP37,OUT027,1800.8264375756853
DRB01,OUT018,1800.8264375756853
FDR47,OUT046,1800.8264375756853
NCM31,OUT010,1800.8264375756853
NCF06,OUT027,1800.8264375756853
NCV17,OUT027,1800.8264375756853
FDS10,OUT049,1800.8264375756853
FDN52,OUT035,1800.8264375756853
FDZ48,OUT013,1800.8264375756853
FDJ48,OUT049,1800.8264375756853
DRB13,OUT027,1800.8264375756853
FDV59,OUT017,1800.8264375756853
FDL32,OUT035,1800.8264375756853
FDZ12,OUT035,1800.8264375756853
NCR06,OUT027,1800.8264375756853
FDP51,OUT017,1800.8264375756853
FDY22,OUT013,1800.8264375756853
FDZ38,OUT049,1800.8264375756853
NCO54,OUT035,1800.8264375756853
FDR23,OUT035,1800.8264375756853
FDM38,OUT049,1800.8264375756853
FDS25,OUT013,1800.8264375756853
FDZ22,OUT013,1800.8264375756853
FDZ20,OUT019,1800.8264375756853
FDD45,OUT010,1800.8264375756853
